id,repository,old_locator,new_locator,category
2172,coronasafe/care_fe,"page.getByRole(""button"", { name: /record payment/i })","page.getByRole(""button"", { name: /advance/i })",structural_break
2173,coronasafe/care_fe,"page.getByRole(""button"", { name: /record payment/i })","page.getByRole(""button"", { name: /advance/i })",structural_break
2174,coronasafe/care_fe,"page.getByRole(""button"", { name: /record payment/i })","page.getByRole(""button"", { name: /advance/i })",structural_break
2175,coronasafe/care_fe,"page.getByRole(""button"", { name: /record payment/i })","page.getByRole(""button"", { name: /advance/i })",structural_break
2176,coronasafe/care_fe,"page.getByRole(""option"", { name: selectedType })","page.locator(""label"").filter({ hasText: selectedType })",structural_break
2177,coronasafe/care_fe,"page.getByRole(""option"")","page.getByRole(""option"").first()",structural_break
2178,coronasafe/care_fe,"page.getByRole(""option"")","page.getByRole(""option"").first()",structural_break
2179,coronasafe/care_fe,"page.getByRole(""option"")","page.getByRole(""option"").first()",structural_break
2180,coronasafe/care_fe,"page.getByRole(""option"", { name: facilityType })","page.getByRole(""option"", { name: facilityType, exact: true })",structural_break
2181,coronasafe/care_fe,"page.getByRole(""option"", { name: facilityType })","page.getByRole(""option"", { name: facilityType, exact: true })",structural_break
2182,coronasafe/care_fe,page.getByText(purpose)),page.getByText(purpose).last()),structural_break
2183,coronasafe/care_fe,"page.getByText(""6%""))","page.getByText(""9.00%""))",structural_break
2184,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Back"" })","page.getByRole(""link"", { name: ""Back"" })",structural_break
2185,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Edit Role"" }).first()","page.getByRole(""button"", { name: ""Edit"" }).first()",structural_break
2186,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Back"" })","page.getByRole(""link"", { name: ""Back"" })",structural_break
2187,coronasafe/care_fe,page.getByText(capacity.toString())),page.getByText(capacity.toFixed(2))),structural_break
2188,coronasafe/care_fe,"page.getByRole(""link"", { name: ""View Encounter"" })","page.getByRole(""link"", { name: ""View Encounter"" }).first()",structural_break
2189,coronasafe/care_fe,"page.getByRole(""option"", { name: frequency })","page.getByText(""eg. 1-0-1"").first()",structural_break
2190,coronasafe/care_fe,"page.getByRole(""tab"", { name: ""Medication List"" })","page.getByRole(""tab"", { name: ""Medication"" })",structural_break
2191,coronasafe/care_fe,"page.getByRole(""option"", { name: frequency })","page.getByText(""eg. 1-0-1"").first()",structural_break
2192,coronasafe/care_fe,"page.getByRole(""tab"", { name: ""Medication List"" })","page.getByRole(""tab"", { name: ""Medication"" })",structural_break
2193,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i }).first()","page.getByRole(""button"", { name: ""New"", exact: true })",structural_break
2194,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i })","page.getByRole(""button"", { name: ""New"", exact: true })",structural_break
2195,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i })","page.getByRole(""button"", { name: ""New"", exact: true })",structural_break
2196,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i }).first()","page.getByRole(""button"", { name: ""New"", exact: true })",structural_break
2197,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i }).first()","page.getByRole(""button"", { name: ""New"", exact: true })",structural_break
2198,coronasafe/care_fe,"page.getByRole(""option"").filter({ hasText: frequency })","page.getByRole(""option"", { name: frequency, exact: true })",structural_break
2199,coronasafe/care_fe,"page.getByRole(""tab"", { name: ""Medication List"" })","page.getByRole(""tab"", { name: ""Medication"" })",structural_break
2200,coronasafe/care_fe,"page.getByRole(""tab"", { name: ""Medication List"" })","page.getByRole(""tab"", { name: ""Medication"" })",structural_break
2201,coronasafe/care_fe,"page.getByRole(""tab"", { name: ""Medication List"" })","page.getByRole(""tab"", { name: ""Medication"" })",structural_break
2202,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Close"" })","page.getByRole(""button"", { name: ""Close"", exact: true })",structural_break
2203,coronasafe/care_fe,"page.getByRole(""button"", { name: /New/i }))","page.getByRole(""button"", { name: /^New$/i }))",structural_break
2204,coronasafe/care_fe,"page.locator(""div"").filter({ hasText: ""₹20"" })","page.locator(""div"").filter({ hasText: ""₹20.00"" })",structural_break
2205,coronasafe/care_fe,"page.locator(""div"").filter({ hasText: ""₹20"" })","page.locator(""div"").filter({ hasText: ""₹20.00"" })",structural_break
2206,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Add Items"" })","page.getByRole(""button"", { name: ""Save"" })",structural_break
2207,coronasafe/care_fe,"page.getByRole(""button"", { name: ""Add Items"" })","page.getByRole(""button"", { name: ""Save"" })",structural_break
2208,coopcycle/coopcycle-web,"cy.get('#cypress-root input[type=""search""]')","cy.get('[data-cy-root] input[type=""search""]')",structural_break
2209,coopcycle/coopcycle-web,cy.get('#cypress-root'),cy.get('[data-cy-root]'),structural_break
2210,coopcycle/coopcycle-web,"cy.get('#cypress-root input[type=""search""]')","cy.get('[data-cy-root] input[type=""search""]')",structural_break
2211,coopcycle/coopcycle-web,cy.get('#cypress-root'),cy.get('[data-cy-root]'),structural_break
2212,coopcycle/coopcycle-web,cy.get('#cypress-root'),cy.get('[data-cy-root]'),structural_break
2213,coopcycle/coopcycle-web,cy.get('#cypress-root'),cy.get('[data-cy-root]'),structural_break
2214,coopcycle/coopcycle-web,"cy.get('#app input[type=""search""]')","cy.get('[data-cy-root] input[type=""search""]')",structural_break
2215,coopcycle/coopcycle-web,cy.get('#app'),cy.get('[data-cy-root]'),structural_break
2216,coopcycle/coopcycle-web,"cy.get('[data-search=""address""] input[type=""search""]')",cy.get('.react-autosuggest__input.address-autosuggest__input'),structural_break
2217,coopcycle/coopcycle-web,"cy.get('[data-search=""address""] input[type=""search""]')",cy.get('.react-autosuggest__input.address-autosuggest__input'),structural_break
2218,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-set-target-delivery""]').within(()","cy.get('[data-rfd-droppable-id=""pricing-rules-delivery""]').within(()",structural_break
2219,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-set-target-task""]').within(()","cy.get('[data-rfd-droppable-id=""pricing-rules-task""]').within(()",structural_break
2220,coopcycle/coopcycle-web,"cy.get('input[placeholder*=""name""]')","cy.get('[data-testid=""rule-name""]')",structural_break
2221,coopcycle/coopcycle-web,cy.get('.task__header').contains(headerText),cy.get('.task__header').contains(address),assertion_change
2222,coopcycle/coopcycle-web,"cy.get(`[data-testid-form=""task-${taskFormIndex}""]`).within(()","cy.get(`[data-testid=""form-task-${taskFormIndex}""]`).within(()",structural_break
2223,coopcycle/coopcycle-web,"cy.get(`${ selector } input[type=""search""][data-is-address-picker=""true""]`)","cy.get(`${ selector } input[type=""search""][data-is-address-picker=""true""]`, { timeout: 5000 })",structural_break
2224,coopcycle/coopcycle-web,"cy.get(`${ selector } input[type=""search""]`)","cy.get(`${ selector } input[type=""search""][data-is-address-picker=""true""]`)",structural_break
2225,coopcycle/coopcycle-web,"cy.get(`${ selector } input[type=""search""]`)","cy.get(`${ selector } input[type=""search""][data-is-address-picker=""true""]`)",structural_break
2226,coopcycle/coopcycle-web,cy.get('.alert-success'),"cy.get('.alert-success', { timeout: 10000 })",structural_break
2227,coopcycle/coopcycle-web,cy.get('#accordion .accordion__button'),cy.contains('jane'),structural_break
2228,coopcycle/coopcycle-web,cy.contains('This task is a part of Order A1'),cy.contains('Cette tâche fait partie de Commande A1'),assertion_change
2229,coopcycle/coopcycle-web,"cy.get('[data-testid=""task-modal-header""]')","cy.get('[data-testid=""task-modal-title""]')",structural_break
2230,coopcycle/coopcycle-web,"cy.get('[data-testid=""page-title""]')","cy.get('[data-testid=""page-title""]', { timeout: 10000 })",structural_break
2231,coopcycle/coopcycle-web,cy.get('.ant-timeline-item'),"cy.get('[data-testid=""suggestion-accept-button""]')",structural_break
2232,coopcycle/coopcycle-web,"cy.contains('button', 'TODO: Apply suggestions')","cy.contains('button', 'Appliquer les suggestions')",assertion_change
2233,coopcycle/coopcycle-web,cy.get('.ant-timeline-item'),"cy.get('[data-testid=""suggestion-reject-button""]')",structural_break
2234,coopcycle/coopcycle-web,"cy.contains('button', 'TODO: Refuse suggestions')","cy.contains('button', 'Refuser les suggestions')",assertion_change
2235,coopcycle/coopcycle-web,cy.get('.ant-picker-input-active > input'),"cy.get('input[date-range=""start""]')",structural_break
2236,coopcycle/coopcycle-web,"cy.get('[aria-label=""Développer la ligne""]').first()","cy.get('[data-row-key=""1""]').within(()",structural_break
2237,coopcycle/coopcycle-web,"cy.get('.ant-table-cell').filter(`:contains(""A${i}"")`)",cy.get('.ant-table-cell'),structural_break
2238,coopcycle/coopcycle-web,"cy.get('.ant-table-cell').filter(`:contains(""A${i}"")`)",cy.get('.ant-table-cell'),structural_break
2239,coopcycle/coopcycle-web,cy.get('.ant-picker-input-active > input'),"cy.get('input[date-range=""start""]')",structural_break
2240,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-0""]', { timeout: 5000 })",structural_break
2241,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-0""]').within(()",structural_break
2242,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-1""]', { timeout: 5000 })",structural_break
2243,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-1""]').within(()",structural_break
2244,coopcycle/coopcycle-web,"cy.get('[data-testid=""condition-number-input""]').last()","cy.get('[data-testid=""condition-number-input""]')",structural_break
2245,coopcycle/coopcycle-web,"cy.get('[data-testid=""condition-number-input""]').last()","cy.get('[data-testid=""condition-number-input""]')",structural_break
2246,coopcycle/coopcycle-web,"cy.get('[data-testid=""condition-number-input""]').last()","cy.get('[data-testid=""condition-number-input""]')",structural_break
2247,coopcycle/coopcycle-web,"cy.get('[data-testid=""condition-number-input""]').last()","cy.get('[data-testid=""condition-number-input""]')",structural_break
2248,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-0""]', { timeout: 5000 })",structural_break
2249,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-0""]').within(()",structural_break
2250,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-1""]', { timeout: 5000 })",structural_break
2251,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-1""]').within(()",structural_break
2252,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-2""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-2""]', { timeout: 5000 })",structural_break
2253,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-2""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-2""]').within(()",structural_break
2254,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-3""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-3""]', { timeout: 5000 })",structural_break
2255,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-3""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-3""]').within(()",structural_break
2256,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-0""]', { timeout: 5000 })",structural_break
2257,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-0""]').within(()",structural_break
2258,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-1""]', { timeout: 5000 })",structural_break
2259,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-1""]').within(()",structural_break
2260,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-0""]', { timeout: 5000 })",structural_break
2261,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-0""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-0""]').within(()",structural_break
2262,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]', { timeout: 5000 })","cy.get('[data-testid=""pricing-rule-set-rule-1""]', { timeout: 5000 })",structural_break
2263,coopcycle/coopcycle-web,"cy.get('[data-testid=""pricing-rule-1""]').within(()","cy.get('[data-testid=""pricing-rule-set-rule-1""]').within(()",structural_break
2264,coopcycle/coopcycle-web,cy.get('#pricing_rule_set_rules_0_price'),cy.get('#pricing_rule_set_rules_1_price'),structural_break
2265,coopcycle/coopcycle-web,"cy.get('.product-modal-container button[type=""submit""]')",cy.get('.cart__items'),structural_break
2266,coopcycle/coopcycle-web,cy.get('.cart__items'),cy.get('.ReactModal__Content--enter-address'),structural_break
2267,coopcycle/coopcycle-web,"cy.get('button[type=""submit""]')","cy.get('form[name=""company""] button[type=""submit""]')",structural_break
2268,coopcycle/coopcycle-web,cy.get('[data-testid=tax-included-previous]').contains(/4.99/),cy.get('[data-testid=tax-included]').contains(/4.99/),structural_break
2269,coopcycle/coopcycle-web,cy.get('a').contains('Créer une livraison'),cy.get('a').contains('Créer une nouvelle commande'),assertion_change
2270,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2271,coopcycle/coopcycle-web,cy.get('[data-testid=tax-included-previous]'),cy.get('[data-testid=tax-included]'),structural_break
2272,coopcycle/coopcycle-web,cy.get('a').contains('Créer une livraison'),cy.get('a').contains('Créer une nouvelle commande'),assertion_change
2273,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2274,coopcycle/coopcycle-web,cy.get('[data-testid=tax-included-previous]'),cy.get('[data-testid=tax-included]'),structural_break
2275,coopcycle/coopcycle-web,cy.get('a').contains('Créer une livraison'),cy.get('a').contains('Créer une nouvelle commande'),assertion_change
2276,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2277,coopcycle/coopcycle-web,cy.get('[data-testid=tax-included-previous]').contains(/4.99/),cy.get('[data-testid=tax-included]').contains(/4.99/),structural_break
2278,coopcycle/coopcycle-web,cy.contains('Commander'),"cy.get('button[type=""submit""]').contains('Commander')",structural_break
2279,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2280,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('72,00 €')","cy.get('[data-testid=""tax-included""]').contains('72,00 €')",structural_break
2281,coopcycle/coopcycle-web,"cy.get('[data-testid=""order_item""]')","cy.get('[data-testid=""order-item-0""]')",structural_break
2282,coopcycle/coopcycle-web,"cy.get('[data-testid=""order_item""]')","cy.get('[data-testid=""order-item-0""]')",structural_break
2283,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2284,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2285,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2286,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2287,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2288,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2289,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2290,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2291,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included""]').contains('4,99 €')","cy.get(`[data-testid=""delivery-itinerary""]`).within(()",structural_break
2292,coopcycle/coopcycle-web,"cy.get('[data-testid=""price-calculation-debug-tool""]')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2293,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2294,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2295,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2296,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2297,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2298,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2299,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2300,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2301,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2302,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2303,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2304,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2305,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2306,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2307,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('72,00 €')","cy.get('[data-testid=""tax-included""]').contains('72,00 €')",structural_break
2308,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included""]').contains('34,00 €')","cy.get('[data-testid=""tax-included-previous""]').contains('72,00 €')",structural_break
2309,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2310,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2311,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2312,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included""]').contains('72,00 €')","cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')",structural_break
2313,coopcycle/coopcycle-web,"cy.get('[data-testid=delivery__list_item]', { timeout: 10000 })",cy.get('[data-testid=delivery-itinerary]'),structural_break
2314,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2315,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included-previous""]').contains('4,99 €')","cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2316,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included""]').contains('8,99 €')","cy.get('[data-testid=""tax-included""]').contains('9,49 €')",assertion_change
2317,coopcycle/coopcycle-web,"cy.get('[data-testid=""task-remove""]')","cy.get('[data-testid=""toggle-button""]')",structural_break
2318,coopcycle/coopcycle-web,"cy.get('[data-testid=""task-remove""]')","cy.get('[data-testid=""toggle-button""]')",structural_break
2319,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]').find('a')","cy.get('[data-testid=""recurrence-add""]')",structural_break
2320,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2321,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2322,coopcycle/coopcycle-web,cy.get('#delivery_form__recurrence__container'),"cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2323,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]').find('a')","cy.get('[data-testid=""recurrence-add""]')",structural_break
2324,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2325,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2326,coopcycle/coopcycle-web,cy.get('#delivery_form__recurrence__container'),"cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2327,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]').find('a')","cy.get('[data-testid=""recurrence-add""]')",structural_break
2328,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2329,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]')","cy.get('[data-testid=""recurrence-container""]')",structural_break
2330,coopcycle/coopcycle-web,cy.get('#delivery_form__recurrence__container'),"cy.get('[name=""delivery.override_price""]')",structural_break
2331,coopcycle/coopcycle-web,"cy.get('[data-testid=""recurrence__container""]').find('a')","cy.get('[data-testid=""recurrence-add""]')",structural_break
2332,coopcycle/coopcycle-web,cy.get('[data-testid=recurrence_rule__list_item]'),cy.get('[data-testid=recurrence-list-item]'),structural_break
2333,coopcycle/coopcycle-web,cy.get('[data-testid=recurrence_rule__list_item]'),cy.get('[data-testid=recurrence-list-item]'),structural_break
2334,coopcycle/coopcycle-web,"cy.get('[data-testid=""tax-included""]').contains('4,99 €')","cy.get(`[data-testid=""form-task-1""]`).within(()",structural_break
2335,coopcycle/coopcycle-web,cy.get('[data-testid=save]'),"cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2336,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2337,coopcycle/coopcycle-web,cy.get('[data-testid=delivery__list_item]'),cy.get('[data-testid=delivery-itinerary]'),structural_break
2338,coopcycle/coopcycle-web,cy.get('#delivery_tasks_1_weight'),"cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2339,coopcycle/coopcycle-web,cy.get('#delivery-submit'),"cy.get('button[type=""submit""]')",structural_break
2340,coopcycle/coopcycle-web,cy.get('#delivery-submit'),cy.get('body > div.content > div > div > div > a'),structural_break
2341,coopcycle/coopcycle-web,cy.get('#delivery_tasks_1_weight'),"cy.get('[data-testid=""tax-included""]').contains('4,99 €')",structural_break
2342,coopcycle/coopcycle-web,"cy.get('[data-tax=""included""]').contains('4,99 €')","cy.get('[name=""delivery.saved_order""]')",structural_break
2343,coopcycle/coopcycle-web,cy.get('#delivery-submit'),"cy.get('button[type=""submit""]')",structural_break
2344,owasp/threat-dragon,cy.contains('New Threat Model'),cy.contains('New Blank Model'),assertion_change
2345,owasp/threat-dragon,cy.contains('open-source threat modeling tool'),cy.contains('OWASP Threat Dragon is'),assertion_change
2346,owasp/threat-dragon,cy.contains('Logged in as Guest'),cy.contains('Logged in as local-user'),assertion_change
2347,owasp/threat-dragon,cy.contains('Logged in as Guest'),cy.contains('Logged in as local-user'),assertion_change
2348,owasp/threat-dragon,cy.contains('New Threat Model'),"cy.get('a[data-model-name=""Demo Threat Model""')",structural_break
2349,owasp/threat-dragon,cy.get('#td-cancel-btn'),cy.get('#td-close-btn'),structural_break
2350,owasp/threat-dragon,cy.get('#td-cancel-btn'),cy.get('#td-close-btn'),structural_break
2351,owasp/threat-dragon,cy.get('#td-cancel-btn'),cy.get('#td-close-btn'),structural_break
2352,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2353,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2354,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2355,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2356,owasp/threat-dragon,cy.contains('Open / Import a threat model via JSON'),cy.contains('Import a threat model via JSON'),assertion_change
2357,owasp/threat-dragon,cy.get('#td-delete-btn'),cy.get('#td-close-btn'),structural_break
2358,owasp/threat-dragon,cy.get('#td-delete-btn'),cy.get('#td-close-btn'),structural_break
2359,owasp/threat-dragon,cy.get('a').contains('Version 2 Demo Model'),cy.get('a').contains('Demo Threat Model'),assertion_change
2360,owasp/threat-dragon,cy.contains('Version 2 Demo Model'),cy.contains('Demo Threat Model'),assertion_change
2361,owasp/threat-dragon,cy.get('a').contains('Version 2 Demo Model'),cy.get('a').contains('Demo Threat Model'),assertion_change
2362,owasp/threat-dragon,cy.get('a').contains('Version 2 Demo Model'),cy.get('a').contains('Demo Threat Model'),assertion_change
2363,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2364,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2365,owasp/threat-dragon,cy.contains('Version 2 New Model'),cy.contains('Demo Threat Model'),assertion_change
2366,owasp/threat-dragon,cy.get('a').contains('Version 2 New Model'),cy.get('a').contains('Demo Threat Model'),assertion_change
2367,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2368,owasp/threat-dragon,cy.get('button').contains('Cancel'),cy.get('button').contains('Close'),assertion_change
2369,ionic-team/ionic-framework,page.waitForSelector('.datetime-ready'),page.locator('.datetime-ready'),structural_break
2370,ionic-team/ionic-framework,page.locator('ion-datetime .month-column .picker-item:not(.picker-item-empty)'),page.locator('ion-datetime .month-column ion-picker-column-option'),structural_break
2371,ionic-team/ionic-framework,page.locator('ion-datetime .month-column .picker-item:not(.picker-item-empty)'),page.locator('ion-datetime .month-column ion-picker-column-option'),structural_break
2372,ionic-team/ionic-framework,page.locator('ion-range .range-knob-handle'),page.locator('ion-range'),structural_break
2373,ionic-team/ionic-framework,page.locator('ion-range .range-knob-handle'),page.locator('ion-range'),structural_break
2374,ionic-team/ionic-framework,page.locator('ion-input'),page.locator('input'),structural_break
2375,ionic-team/ionic-framework,page.locator('#address1 input:not(.cloned-input)'),page.locator('#address1 input'),structural_break
2376,ionic-team/ionic-framework,page.locator('#address1 input'),page.locator('#address1 input:not(.cloned-input)'),structural_break
2377,ionic-team/ionic-framework,page.locator('#open-alert'),page.click('#open-alert'),structural_break
2378,ionic-team/ionic-framework,page.locator('ion-button#add-btn'),page.locator('#add-btn'),structural_break
