id,repository,old_locator,new_locator,category
5993,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-delete-field""]')","cy.get('[data-cy=""e2e-more-field-actions""]').eq(7)",structural_break
5994,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input '),cy.get('#title_multiloc '),structural_break
5995,citizenlabdotco/citizenlab,cy.get('#e2e-idea-description-input .ql-editor').contains(description),cy.get('#body_multiloc .ql-editor'),structural_break
5996,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input '),cy.get('#title_multiloc '),structural_break
5997,citizenlabdotco/citizenlab,cy.get('#e2e-idea-description-input .ql-editor').contains(description),cy.get('#body_multiloc .ql-editor'),structural_break
5998,citizenlabdotco/citizenlab,cy.get('#propertiesproposed_budget'),cy.get('#proposed_budget'),structural_break
5999,citizenlabdotco/citizenlab,cy.get('#propertiesproposed_budget'),cy.get('#proposed_budget'),structural_break
6000,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input input'),cy.get('#e2e-idea-title-input '),structural_break
6001,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input input'),cy.get('#e2e-idea-title-input '),structural_break
6002,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-field-row""]').within(()","cy.get('[data-cy=""e2e-form-fields""]').within(()",structural_break
6003,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-field-row""]').within(()","cy.get('[data-cy=""e2e-form-fields""]').within(()",structural_break
6004,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input '),cy.get('#title_multiloc '),structural_break
6005,citizenlabdotco/citizenlab,cy.get('#e2e-idea-description-input .ql-editor').contains(description),cy.get('#body_multiloc .ql-editor'),structural_break
6006,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input '),cy.get('#title_multiloc '),structural_break
6007,citizenlabdotco/citizenlab,cy.get('#e2e-idea-description-input .ql-editor').contains(description),cy.get('#body_multiloc .ql-editor'),structural_break
6008,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input input'),cy.get('#e2e-idea-title-input '),structural_break
6009,citizenlabdotco/citizenlab,cy.get('#e2e-idea-title-input input'),cy.get('#e2e-idea-title-input '),structural_break
6010,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-field-row""]').within(()","cy.get('[data-cy=""e2e-form-fields""]').within(()",structural_break
6011,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-field-row""]').within(()","cy.get('[data-cy=""e2e-form-fields""]').within(()",structural_break
6012,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-more-field-actions""]').eq(6)","cy.get('[data-cy=""e2e-more-field-actions""]').eq(3)",structural_break
6013,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-delete-field""]')","cy.get('[data-cy=""e2e-more-field-actions""]').eq(6)",structural_break
6014,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-field-row""]').within(()","cy.get('[data-cy=""e2e-form-fields""]').within(()",structural_break
6015,citizenlabdotco/citizenlab,"cy.get('[data-cy=""e2e-delete-field""]')","cy.get('[data-cy=""e2e-more-field-actions""]').eq(0)",structural_break
6016,citizenlabdotco/citizenlab,cy.get('#e2e-delete-button'),cy.get('.e2e-accordion'),structural_break
6017,citizenlabdotco/citizenlab,cy.get('.e2e-accordion'),cy.get('#e2e-draggable-accordion'),structural_break
6018,citizenlabdotco/citizenlab,cy.contains('Edited text.'),cy.contains('Accordion to delete'),assertion_change
6019,citizenlabdotco/citizenlab,cy.get('#e2e-accordion'),cy.get('.e2e-accordion'),structural_break
6020,citizenlabdotco/citizenlab,cy.get('#e2e-accordion'),cy.get('.e2e-accordion'),structural_break
6021,citizenlabdotco/citizenlab,cy.get('#quill-editor-en'),cy.get('.ql-editor'),structural_break
6022,citizenlabdotco/citizenlab,cy.get('#quill-editor-en'),cy.get('.ql-editor'),structural_break
6023,citizenlabdotco/citizenlab,cy.get('#quill-editor'),cy.get('#quill-editor-en'),structural_break
6024,citizenlabdotco/citizenlab,cy.get('.e2e-button').parent(),cy.get('.e2e-button'),structural_break
6025,citizenlabdotco/citizenlab,cy.get('.e2e-button-url-input'),cy.get('#e2e-button-url-input'),structural_break
6026,citizenlabdotco/citizenlab,cy.get('.e2e-button-text-input'),cy.get('#e2e-button-text-input'),structural_break
6027,citizenlabdotco/citizenlab,cy.get('#e2e-button-text-input'),cy.get('.e2e-button-text-input'),structural_break
6028,citizenlabdotco/citizenlab,cy.get('#e2e-button-url-input'),cy.get('.e2e-button-url-input'),structural_break
6029,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6030,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6031,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6032,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6033,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6034,citizenlabdotco/citizenlab,cy.get('#e2e-button').parent(),cy.get('.e2e-button'),structural_break
6035,citizenlabdotco/citizenlab,cy.get('#e2e-button'),cy.get('.e2e-button'),structural_break
6036,citizenlabdotco/citizenlab,cy.get('#e2e-content-builder-iframe-component'),cy.get('.e2e-content-builder-iframe-component'),structural_break
6037,citizenlabdotco/citizenlab,cy.get('#e2e-content-builder-iframe-component'),cy.get('.e2e-content-builder-iframe-component'),structural_break
6038,citizenlabdotco/citizenlab,cy.get('#e2e-content-builder-iframe-component'),cy.get('.e2e-content-builder-iframe-component'),structural_break
6039,citizenlabdotco/citizenlab,cy.get('#e2e-content-builder-iframe-component'),cy.get('.e2e-content-builder-iframe-component'),structural_break
6040,citizenlabdotco/citizenlab,cy.contains('Must provide a valid URL.'),cy.get('.e2e-error-message'),structural_break
6041,citizenlabdotco/citizenlab,cy.get('#e2e-image').parent(),cy.get('.e2e-image').parent(),structural_break
6042,citizenlabdotco/citizenlab,cy.get('#e2e-image').parent(),cy.get('.e2e-image').parent(),structural_break
6043,citizenlabdotco/citizenlab,cy.get('#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6044,citizenlabdotco/citizenlab,cy.get('#e2e-text-box'),cy.get('.e2e-text-box'),structural_break
6045,citizenlabdotco/citizenlab,cy.get('#e2e-text-box'),cy.get('.e2e-text-box'),structural_break
6046,citizenlabdotco/citizenlab,cy.get('#quill-editor-en'),cy.get('.ql-editor'),structural_break
6047,citizenlabdotco/citizenlab,cy.get('#quill-editor'),cy.get('#quill-editor-en'),structural_break
6048,citizenlabdotco/citizenlab,cy.get('#e2e-three-column'),cy.get('.e2e-three-column'),structural_break
6049,citizenlabdotco/citizenlab,cy.get('#e2e-three-column'),cy.get('.e2e-three-column'),structural_break
6050,citizenlabdotco/citizenlab,cy.get('#e2e-three-column'),cy.get('.e2e-three-column'),structural_break
6051,citizenlabdotco/citizenlab,cy.get('#e2e-three-column'),cy.get('.e2e-three-column'),structural_break
6052,citizenlabdotco/citizenlab,cy.get('div#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6053,citizenlabdotco/citizenlab,cy.get('div#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6054,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6055,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6056,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6057,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6058,citizenlabdotco/citizenlab,cy.get('div#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6059,citizenlabdotco/citizenlab,cy.get('div#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6060,citizenlabdotco/citizenlab,cy.get('#e2e-white-space').within((),cy.get('.e2e-white-space'),structural_break
6061,citizenlabdotco/citizenlab,cy.get('#e2e-white-space'),cy.get('.e2e-white-space'),structural_break
6062,citizenlabdotco/citizenlab,cy.get('#e2e-white-space'),cy.get('.e2e-white-space'),structural_break
6063,citizenlabdotco/citizenlab,cy.get('.e2e-two-column'),cy.get('.e2e-two-column').first(),structural_break
6064,citizenlabdotco/citizenlab,cy.get('.e2e-two-column'),cy.get('.e2e-two-column').first(),structural_break
6065,citizenlabdotco/citizenlab,cy.get('.e2e-two-column'),cy.get('.e2e-two-column').first(),structural_break
6066,citizenlabdotco/citizenlab,cy.get('div#e2e-image').eq(0).parent(),cy.get('div.e2e-image').eq(0).parent(),structural_break
6067,citizenlabdotco/citizenlab,cy.get('div#e2e-image').eq(1).parent(),cy.get('div.e2e-image').eq(1).parent(),structural_break
6068,citizenlabdotco/citizenlab,cy.get('div#e2e-image').eq(2).parent(),cy.get('div.e2e-image').eq(2).parent(),structural_break
6069,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6070,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6071,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6072,citizenlabdotco/citizenlab,cy.get('#e2e-text-box').first(),cy.get('div.e2e-text-box').first(),structural_break
6073,citizenlabdotco/citizenlab,cy.get('#e2e-text-box').first(),cy.get('.e2e-text-box').first(),structural_break
6074,citizenlabdotco/citizenlab,cy.get('#quill-editor'),cy.get('.ql-editor'),structural_break
6075,citizenlabdotco/citizenlab,cy.contains('Accordion text.'),cy.contains('Text to be deleted.'),assertion_change
6076,citizenlabdotco/citizenlab,cy.get('div.e2e-text-box'),cy.get('div.e2e-text-box').first(),structural_break
6077,citizenlabdotco/citizenlab,cy.get('.e2e-accordion'),cy.get('.e2e-accordion').first(),structural_break
6078,citizenlabdotco/citizenlab,cy.get('.e2e-two-column'),cy.get('.e2e-two-column').first(),structural_break
6079,citizenlabdotco/citizenlab,cy.get('#e2e-two-column'),cy.get('.e2e-two-column'),structural_break
6080,citizenlabdotco/citizenlab,cy.get('#e2e-accordion'),cy.get('.e2e-accordion'),structural_break
6081,citizenlabdotco/citizenlab,cy.get('#e2e-text-box'),cy.get('div.e2e-text-box'),structural_break
6082,citizenlabdotco/citizenlab,cy.get('#e2e-text-box'),cy.get('.e2e-text-box'),structural_break
6083,citizenlabdotco/citizenlab,cy.get('#quill-editor'),cy.get('.ql-editor'),structural_break
6084,citizenlabdotco/citizenlab,cy.get('#quill-editor'),cy.get('.ql-editor'),structural_break
6085,citizenlabdotco/citizenlab,cy.get('#e2e-phase-filter'),cy.get('#e2e-report-builder-analysis-phase-filter-box'),structural_break
6086,citizenlabdotco/citizenlab,cy.get('#e2e-phase-filter'),cy.get('#e2e-report-builder-analysis-phase-filter-box'),structural_break
6087,citizenlabdotco/citizenlab,cy.get('#e2e-phase-filter'),cy.get('#e2e-report-builder-analysis-phase-filter-box'),structural_break
6088,citizenlabdotco/citizenlab,cy.get('#e2e-phase-filter'),cy.get('#e2e-report-builder-analysis-phase-filter-box'),structural_break
6089,citizenlabdotco/citizenlab,cy.get('#e2e-report-builder-project-filter-box select'),cy.get('#e2e-report-builder-analysis-project-filter-box select'),structural_break
6090,citizenlabdotco/citizenlab,cy.get('#e2e-report-builder-project-filter-box select'),cy.get('#e2e-report-builder-analysis-project-filter-box select'),structural_break
6091,citizenlabdotco/citizenlab,cy.get('#e2e-report-builder-project-filter-box select'),cy.get('#e2e-report-builder-analysis-project-filter-box select'),structural_break
6092,citizenlabdotco/citizenlab,cy.get('#e2e-report-builder-project-filter-box select'),cy.get('#e2e-report-builder-analysis-project-filter-box select'),structural_break
6093,citizenlabdotco/citizenlab,cy.contains('Participants: 1'),cy.contains('Participants: '),assertion_change
6094,citizenlabdotco/citizenlab,cy.get('#e2e-draggable-active-users-widget'),cy.get('#e2e-draggable-participants-widget'),structural_break
6095,citizenlabdotco/citizenlab,cy.get('#e2e-draggable-active-users-widget'),cy.get('#e2e-draggable-participants-widget'),structural_break
6096,citizenlabdotco/citizenlab,cy.get('#e2e-draggable-active-users-widget'),cy.get('#e2e-draggable-participants-widget'),structural_break
6097,citizenlabdotco/citizenlab,cy.contains('Total : 1'),cy.contains('Participants: 1'),assertion_change
6098,citizenlabdotco/citizenlab,cy.get('div.esri-view-root').contains('Responses'),cy.get('.esri-ui-bottom-right .esri-expand__toggle'),structural_break
6099,citizenlabdotco/citizenlab,cy.get('#e2e-user-field-select'),cy.get('.e2e-question-select select'),structural_break
6100,citizenlabdotco/citizenlab,cy.get('svg.e2e-progress-bar').eq(2),cy.get('.e2e-survey-question-ungrouped-bars'),structural_break
6101,citizenlabdotco/citizenlab,cy.get('svg.e2e-progress-bar').eq(5),cy.get('svg.e2e-progress-bar').eq(4),structural_break
6102,citizenlabdotco/citizenlab,cy.get('#e2e-report-builder-phase-filter'),cy.get('#e2e-phase-filter'),structural_break
6103,citizenlabdotco/citizenlab,cy.get('#e2e-question-select'),cy.get('.e2e-question-select select').first(),structural_break
6104,citizenlabdotco/citizenlab,cy.contains('Survey form'),"cy.get('[data-cy=""e2e-survey-form-title""]')",structural_break
6105,ianstormtaylor/slate,"page.locator('p[data-slate-node=""element""]')","page.locator('p[data-slate-node=""element""]'))",structural_break
6106,ianstormtaylor/slate,page.locator(tag),page.locator(tag)),structural_break
6107,ianstormtaylor/slate,page.locator(tag),page.locator(tag)),structural_break
6108,ianstormtaylor/slate,page.locator(tag),page.locator(tag)),structural_break
6109,ianstormtaylor/slate,page.locator(tag),page.locator(tag)),structural_break
6110,ianstormtaylor/slate,page.getByTestId('menu'),"page.locator('span[data-slate-string=""true""]')",structural_break
6111,ianstormtaylor/slate,page.locator('div'),page.getByTestId('menu')),structural_break
6112,ianstormtaylor/slate,page.locator('div'),page.getByTestId('menu')),structural_break
6113,ianstormtaylor/slate,page.locator('div'),page.getByTestId('menu')),structural_break
6114,ianstormtaylor/slate,page.locator(tag),page.locator(tag)),structural_break
6115,ianstormtaylor/slate,page.locator('h1'),page.locator('h1')),structural_break
6116,ianstormtaylor/slate,"page.locator('[data-cy=""mention-Mace-Windu""]')","page.locator('[data-cy=""mention-R2-D2""]'))",structural_break
6117,ianstormtaylor/slate,"page.locator('[data-cy=""mentions-portal""]')",page.getByRole('textbox'),structural_break
6118,ianstormtaylor/slate,"page.locator('[data-cy=""mention-Jabba""]')","page.locator('[data-cy=""mention-Jabba""]'))",structural_break
6119,ianstormtaylor/slate,"page.locator(`[data-cy=""${highlightedText}""]`)",page.locator(searchField),structural_break
6120,redwoodjs/redwood,page.locator('text=Login')),page.getByText('Log Out'),structural_break
6121,compiler-explorer/compiler-explorer,cy.get('.monaco-editor'),cy.get('.monaco-editor .view-lines').first(),structural_break
6122,compiler-explorer/compiler-explorer,cy.get('.monaco-editor'),cy.get('.monaco-editor .view-lines').first(),structural_break
6123,compiler-explorer/compiler-explorer,cy.get('.monaco-editor'),cy.get('.monaco-editor .view-lines').first(),structural_break
6124,microsoft/playwright,page.getByText('Playwright client-certificate error')),page.getByText('Playwright client-certificate error: self-signed certificate')),structural_break
6125,microsoft/playwright,"page.getByText('Hello Alice, your certificate was issued by localhost!'))",page.getByTestId('message')),structural_break
6126,microsoft/playwright,"page.getByText('Sorry, but you need to provide a client certificate to continue.'))",page.getByTestId('message')),structural_break
6127,microsoft/playwright,"page.getByText('Sorry Bob, certificates from Bob are not welcome here'))",page.getByTestId('message')),structural_break
6128,microsoft/playwright,"page.getByText('Hello Alice, your certificate was issued by localhost!'))",page.getByTestId('message')),structural_break
6129,microsoft/playwright,page.getByText(`ALPN protocol: ${expectedProtocol}`)),page.getByTestId('message')),structural_break
6130,microsoft/playwright,page.getByText(`ALPN protocol: ${expectedProtocol}`)),page.getByTestId('message')),structural_break
6131,microsoft/playwright,page.getByText('ALPN protocol: http/1.1')),page.getByTestId('message')),structural_break
6132,microsoft/playwright,page.getByText('ALPN protocol: http/1.1')),page.getByTestId('message')),structural_break
6133,microsoft/playwright,"page.getByText('Hello Alice, your certificate was issued by localhost!'))",page.getByTestId('message')),structural_break
6134,microsoft/playwright,page.locator('body'),"page.getByRole('button', { name: 'Submit' })",structural_break
6135,microsoft/playwright,page.locator('body'),page.getByRole('button'),structural_break
6136,microsoft/playwright,"page.click('button', { timeout: 1000 })","page.click('button', { timeout: 15000 })",assertion_change
6137,microsoft/playwright,"page.click('text=click-me', { timeout: 1000 })","page.click('text=click-me', { timeout: 3000 })",assertion_change
6138,microsoft/playwright,"page.click('text=click-me', { timeout: 500 })","page.click('text=click-me', { timeout: 1000 })",assertion_change
6139,microsoft/playwright,"page.$(`role=button[name=""!#'!?:""]`))","page.$eval('span', span => span.textContent = `!#'!?""\\:`)",structural_break
6140,microsoft/playwright,"page.$eval('button', button => button.setAttribute('aria-label', `!#'!?:`))","page.$eval('span', span => span.textContent = `!#'!?:`)",structural_break
6141,microsoft/playwright,page.$(selector),page.$(selector)),structural_break
6142,microsoft/playwright,page.locator('text=Metadata'),"page.getByRole('tab', { name: 'Metadata' })",structural_break
6143,microsoft/playwright,page.locator('text=Metadata'),"page.getByRole('tab', { name: 'Metadata' })",structural_break
6144,microsoft/playwright,page.locator('.browser-frame-address-bar')),page.locator('.browser-frame-address-bar'),structural_break
6145,microsoft/playwright,page.locator('.cm-wrapper')),page.locator('.cm-wrapper').first()),structural_break
6146,microsoft/playwright,page.locator('.CodeMirror'),page.locator('.CodeMirror').first(),structural_break
6147,microsoft/playwright,page.locator('.cm-wrapper'),page.locator('.cm-wrapper').first(),structural_break
6148,microsoft/playwright,page.locator('.CodeMirror'),page.locator('.CodeMirror').first(),structural_break
6149,microsoft/playwright,page.getByTestId('stack-trace'),page.getByTestId('stack-trace-list'),structural_break
6150,microsoft/playwright,page.locator('.window-address-bar')),page.locator('.browser-frame-address-bar')),structural_break
6151,microsoft/playwright,page.locator('.call-line'),page.locator('.metadata-view .call-line'),structural_break
6152,microsoft/playwright,page.locator('.stack-trace-frame.selected')),page.getByTestId('stack-trace'),structural_break
6153,microsoft/playwright,"page.locator('.tab-label', { hasText: 'Call' })","page.locator('.tabbed-pane-tab-label', { hasText: 'Call' })",structural_break
6154,microsoft/playwright,"page.locator('.tab-label', { hasText: 'Call' })","page.locator('.tabbed-pane-tab-label', { hasText: 'Call' })",structural_break
6155,microsoft/playwright,"page.locator('.tab-label', { hasText: 'Call' })","page.locator('.tabbed-pane-tab-label', { hasText: 'Call' })",structural_break
6156,microsoft/playwright,page.locator('.snapshot-url')),page.locator('.window-address-bar')),structural_break
6157,microsoft/playwright,"page.click('""Click""')",page.getByText('Click'),structural_break
6158,microsoft/playwright,page.click('button'),page.locator('button'),structural_break
6159,microsoft/playwright,"page.click('div', { timeout: 2000 })","page.click('div', { timeout: 3500 })",assertion_change
6160,microsoft/playwright,"page.click('""ClickNoButton""')","page.click('""ClickNoButton""', { timeout: 0 })",assertion_change
6161,microsoft/playwright,"page.$eval('#container', e => e.scrollTop))","page.$eval('#container', e => e.scrollTop)",structural_break
6162,microsoft/playwright,page.locator('.item'),page.locator('.item').filter({ visible: true }),structural_break
6163,microsoft/playwright,page.locator('.item'),page.locator('.item').filter({ visible: true }),structural_break
6164,microsoft/playwright,page.locator('#lazyload'),page.locator('#lazyload')),structural_break
6165,microsoft/playwright,page.locator('span').filter(page.getByTestId(/bar|foo/))),page.locator('div'),structural_break
6166,microsoft/playwright,page.locator(`div`),page.locator(`div`).filter({ hasText: 'hello' })),structural_break
6167,microsoft/playwright,"page.locator('div', { has: child.locator('span')","page.locator('div', { leftOf: { locator: page.locator('span'), maxDistance: 'abc' } as any })",structural_break
6168,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: 'Foo' }))",structural_break
6169,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: 'hello world' }))",structural_break
6170,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: /Foo.*/ }))",structural_break
6171,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: 'Hello ""world""' }))",structural_break
6172,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: /Hello ""world""/ }))",structural_break
6173,microsoft/playwright,page.locator('div'),"page.locator('div', { hasText: /hElLo ""world""/i }))",structural_break
6174,microsoft/playwright,page.locator('aria-ref=f3e2'),page.locator('aria-ref=f4e2'),structural_break
6175,microsoft/playwright,page.locator('aria-ref=f3e2'),page.locator('aria-ref=f4e2'),structural_break
6176,microsoft/playwright,page.locator('aria-ref=f2e2'),page.locator('aria-ref=f3e2'),structural_break
6177,microsoft/playwright,page.locator('aria-ref=s1e5')),page.locator('aria-ref=e3'),structural_break
6178,microsoft/playwright,"page.click('button', { trial: true, timeout: 500 })","page.click('button', { trial: true, timeout: 2000 })",assertion_change
6179,microsoft/playwright,"page.click('#button-8', {button: 'right'})","page.click('#button-8', { button: 'right' })",assertion_change
6180,microsoft/playwright,page.locator('non-existent'),page.locator('non-existent')] }),structural_break
6181,microsoft/playwright,page.locator('non-existent'),page.locator('non-existent')] }),structural_break
6182,microsoft/playwright,"page.$eval('iframe', frame => window.builtinSetTimeout(()","page.$eval('iframe', frame => window.builtins.setTimeout(()",structural_break
6183,microsoft/playwright,"page.$eval('iframe', frame => setTimeout(()","page.$eval('iframe', frame => window.builtinSetTimeout(()",structural_break
6184,microsoft/playwright,"page.waitForSelector('h3 div', { state: 'attached'})","page.waitForSelector('h3 div', { state: 'attached' })",structural_break
6185,microsoft/playwright,"page.waitForSelector('.zombo', { state: 'attached'})","page.waitForSelector('.zombo', { state: 'attached' })",structural_break
6186,microsoft/playwright,"page.waitForSelector('section', { state: 'foo'})","page.waitForSelector('section', { state: 'foo' })",structural_break
6187,microsoft/playwright,"page.waitForSelector('css=div', { state: 'detached'}))","page.waitForSelector('css=div', { state: 'detached' }))",structural_break
6188,microsoft/playwright,"page.waitForSelector('css=div', { state: 'detached'})","page.waitForSelector('css=div', { state: 'detached' })",structural_break
6189,microsoft/playwright,"page.$eval('input', input => input.files[0].name))","page.$eval('input', (input: HTMLInputElement)",structural_break
6190,microsoft/playwright,"page.$eval(`[attr3=""] span""] >> span`, e => e.parentNode === window['div']))","page.$eval(selector, e => e === (window as any)['div']))",structural_break
6191,microsoft/playwright,page.$('body'),page.$('body')),structural_break
6192,microsoft/playwright,page.locator('iframe >> control=enter-frame >> button'),page.locator('iframe >> internal:control=enter-frame >> button'),structural_break
6193,microsoft/playwright,page.locator('iframe >> control=enter-frame >> iframe >> control=enter-frame >> button'),page.locator('iframe >> internal:control=enter-frame >> iframe >> internal:control=enter-frame >> button'),structural_break
6194,microsoft/playwright,page.$('iframe >> control=enter-frame >> button'),page.$('iframe >> internal:control=enter-frame >> button'),structural_break
6195,microsoft/playwright,page.$$('iframe >> control=enter-frame >> span'),page.$$('iframe >> internal:control=enter-frame >> span'),structural_break
6196,microsoft/playwright,page.$('iframe >> control=enter-frame >> canvas')),page.$('iframe >> internal:control=enter-frame >> canvas')),structural_break
6197,microsoft/playwright,page.$$('iframe >> control=enter-frame >> canvas')),page.$$('iframe >> internal:control=enter-frame >> canvas')),structural_break
6198,microsoft/playwright,"page.$eval('iframe >> control=enter-frame >> canvas', e => 1)","page.$eval('iframe >> internal:control=enter-frame >> canvas', e => 1)",structural_break
6199,microsoft/playwright,"page.$eval('iframe >> control=enter-frame >> button', b => b.nodeName)","page.$eval('iframe >> internal:control=enter-frame >> button', b => b.nodeName)",structural_break
6200,microsoft/playwright,page.locator('iframe >> control=enter-frame'),page.locator('iframe >> internal:control=enter-frame'),structural_break
6201,microsoft/playwright,page.waitForSelector('control=enter-frame >> button'),page.waitForSelector('internal:control=enter-frame >> button'),structural_break
6202,microsoft/playwright,page.locator('*css=iframe >> control=enter-frame >> div'),page.locator('*css=iframe >> internal:control=enter-frame >> div'),structural_break
6203,microsoft/playwright,page.locator('iframe >> control=enter-frame >> *css=div >> button'),page.locator('iframe >> internal:control=enter-frame >> *css=div >> button'),structural_break
6204,microsoft/playwright,page.locator('iframe >> control=enter-frame >> button'),page.locator('iframe >> internal:control=enter-frame >> button'),structural_break
6205,microsoft/playwright,"page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> internal:control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6206,microsoft/playwright,"page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> internal:control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6207,microsoft/playwright,"page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> internal:control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6208,microsoft/playwright,page.locator('div >> control=enter-frame >> button'),page.locator('div >> internal:control=enter-frame >> button'),structural_break
6209,microsoft/playwright,page.locator('iframe >> content-frame=true >> button'),page.locator('iframe >> control=enter-frame >> button'),structural_break
6210,microsoft/playwright,page.locator('iframe >> content-frame=true >> iframe >> content-frame=true >> button'),page.locator('iframe >> control=enter-frame >> iframe >> control=enter-frame >> button'),structural_break
6211,microsoft/playwright,page.$('iframe >> content-frame=true >> button'),page.$('iframe >> control=enter-frame >> button'),structural_break
6212,microsoft/playwright,page.$$('iframe >> content-frame=true >> span'),page.$$('iframe >> control=enter-frame >> span'),structural_break
6213,microsoft/playwright,page.$('iframe >> content-frame=true >> canvas')),page.$('iframe >> control=enter-frame >> canvas')),structural_break
6214,microsoft/playwright,page.$$('iframe >> content-frame=true >> canvas')),page.$$('iframe >> control=enter-frame >> canvas')),structural_break
6215,microsoft/playwright,"page.$eval('iframe >> content-frame=true >> canvas', e => 1)","page.$eval('iframe >> control=enter-frame >> canvas', e => 1)",structural_break
6216,microsoft/playwright,"page.$eval('iframe >> content-frame=true >> button', b => b.nodeName)","page.$eval('iframe >> control=enter-frame >> button', b => b.nodeName)",structural_break
6217,microsoft/playwright,page.locator('iframe >> content-frame=true'),page.locator('iframe >> control=enter-frame'),structural_break
6218,microsoft/playwright,page.waitForSelector('content-frame=true >> button'),page.waitForSelector('control=enter-frame >> button'),structural_break
6219,microsoft/playwright,page.locator('*css=iframe >> content-frame=true >> div'),page.locator('*css=iframe >> control=enter-frame >> div'),structural_break
6220,microsoft/playwright,page.locator('iframe >> content-frame=true >> *css=div >> button'),page.locator('iframe >> control=enter-frame >> *css=div >> button'),structural_break
6221,microsoft/playwright,page.locator('iframe >> content-frame=true >> button'),page.locator('iframe >> control=enter-frame >> button'),structural_break
6222,microsoft/playwright,"page.locator('iframe >> content-frame=true >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6223,microsoft/playwright,"page.locator('iframe >> content-frame=true >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6224,microsoft/playwright,"page.locator('iframe >> content-frame=true >> button:has-text(""Hello nested iframe"")')","page.locator('iframe >> control=enter-frame >> button:has-text(""Hello nested iframe"")')",structural_break
6225,microsoft/playwright,page.locator('div >> content-frame=true >> button'),page.locator('div >> control=enter-frame >> button'),structural_break
6226,microsoft/playwright,"page.locator('x-foo'), 'x-foo must be visible')","page.locator('x-foo'), { message: 'x-foo must be visible' })",structural_break
6227,microsoft/playwright,page.click('text=Missing'),page.getByText('Missing'),structural_break
6228,microsoft/playwright,page.getByText('EXPECT toBe')),"page.getByText('Expect ""toBe""'))",structural_break
6229,microsoft/playwright,page.getByText('EXPECT toBe')),"page.getByText('Expect ""toBe""'))",structural_break
6230,microsoft/playwright,page.getByText('EXPECT toBe')),"page.getByText('Expect ""toBe""'))",structural_break
